6.634840 1.773526
5.345051 3.121235
1.800065 2.150516
4.465243 1.801757
5.935882 -0.025149
5.789398 1.544542
6.996011 1.556539
0.790769 3.121043
9.351300 -0.070739
3.763231 1.802367
3.747386 2.827215
6.643702 1.729864
8.640275 -0.728020
4.668353 0.158279
8.539545 -0.078575
8.230661 0.474555
8.479239 0.273575
0.036600 3.968637
7.720086 1.649369
4.716098 3.355031
5.599601 0.455663
2.370556 0.373770
5.065395 0.454383
8.391794 -0.544422
9.640947 -0.754950
3.388333 1.330794
8.078402 0.718809
2.245965 0.974766
1.387030 1.816160
1.103828 2.494438
8.679378 -0.343310
6.918170 2.528997
4.775800 0.872217
0.601798 0.941923
9.192692 1.194005
1.791031 2.091459
0.424768 2.062854
3.381617 2.381546
3.931249 1.137773
2.009651 2.207727
9.203317 0.166648
1.112489 3.145990
9.047950 -0.076452
0.240585 1.594088
0.047110 3.601047
4.822910 1.834394
2.452287 2.487675
1.644979 2.245300
7.667578 0.091853
8.092346 0.080578
0.242950 2.835619
8.576563 -0.392020
0.558296 2.469488
7.328246 1.285859
6.688660 1.797591
5.416988 0.672446
9.381007 -2.157161
0.942214 2.970451
8.486090 0.365386
8.533200 -0.757011
4.727224 2.187666
7.179512 -0.046243
7.954921 0.318052
2.260500 2.863656
3.714845 1.271304
9.995476 0.964723
9.141614 0.718541
5.830274 1.937812
5.235182 -1.109728
6.779608 -1.511548
5.558403 -0.406608
6.741202 -0.485647
1.651421 3.500463
5.007530 1.157552
5.437875 -0.509611
4.262365 0.437217
8.660176 -1.346899
2.375021 2.897989
2.195197 2.888440
0.096660 4.350700
5.955521 1.581639
3.279242 3.273854
1.809514 0.586816
3.056776 1.591657
6.914694 -0.306551
3.367522 0.825955
9.214300 -0.513341
4.297057 0.185699
9.142497 0.718974
2.930845 2.815798
1.326126 4.115885
7.848991 1.685185
8.369931 1.285071
5.207556 0.571368
8.092999 0.296271
2.996310 -0.163494
7.454828 1.695002
4.369522 1.839237
7.142316 1.266660
9.625862 1.356813
9.256990 1.146255
0.882875 0.825663
0.353976 1.945653
7.688710 1.198381
5.834170 1.500404
1.635313 2.000818
7.121752 -0.015942
7.724651 0.519110
0.695344 3.280491
3.739143 1.046522
1.444212 3.905240
8.658451 -0.232091
3.386766 1.322188
2.643756 2.179346
7.604864 -0.855394
7.958840 -0.389997
4.948466 0.008864
0.782637 2.677427
0.746028 2.832838
2.049601 1.622093
8.798568 0.084679
2.655226 1.950935
3.233055 2.478825
4.749190 0.758172
6.035240 1.975244
9.422006 -0.976539
9.244297 -0.748748
6.849161 0.072913
3.737094 4.274678
8.685560 -0.936404
